Pc,HPFTP_w,HPOTP_w,LPFTP_w,LPOTP_w,PBOBP_w,Pc_FPB,Pc_OPB,MFV_m,MOV_m,OPOV_m,FPOV_m,T_Nozzle_Cooling_exit,HGM_Temp,Man_OX_Temp,Man_H2_Temp,Man_MCC_COOL_Pres,HPFTP_p_pump_out,HPOTP_p_pump_out,LPFTP_p_pump_out,LPOTP_p_pump_out,PBOBP_p_pump_out,HPFTP_T_turb_inlet,HPOTP_T_turb_inlet,LPFTP_T_turb_inlet,LPOTP_T_turb_inlet
192.42,44181,27208,29117,4121.1,27208,371.84,345.9,73.696,375.83,11.987,32.232,235.76,674.85,110.19,62.781,217.61,408.91,292.39,33.9572,18.8533,542.985,948.29,604.92,413.314,106.892
193.35,44291,27212,29166,4121,27212,373.42,346.95,73.822,378.23,12.06,32.429,236.58,677.41,108.8,63.002,218.3,411.093,293.894,34.0564,18.9014,545.825,950.533,609.855,413.238,105.672
192.86,43954,27187,29021,4113.7,27187,371.81,345.59,73.867,376.95,12.04,31.992,235.41,670.71,109.98,61.76,217.81,408.717,291.401,34.0842,18.743,542.255,930.297,613.109,413.944,106.718
193.1,44229,27281,29223,4134.9,27281,373.63,346.97,74.11,376.59,12.125,32.378,236.13,674.97,110.14,62.594,218.45,410.932,294.381,34.337,18.9744,546.072,944.218,616.636,406.45,106.825
193.84,44312,27281,29228,4137,27281,376,348.85,74.512,377.57,12.185,32.648,235.57,675.71,109.07,62.493,219.7,412.997,296.039,34.3879,19.0797,548.391,947.162,616.087,404.919,105.877
192.03,44214,27287,29193,4138.8,27287,371.54,345.34,73.852,374.09,12.036,32.203,235.84,673.64,111.35,62.825,217.12,408.968,293.749,34.1259,19.0038,544.611,944.027,611.093,408.709,107.871
192.68,44202,27111,29085,4107.9,27111,372.83,345.55,73.994,375.86,11.961,32.277,235.13,672.41,108.71,62.574,217.84,409.858,292.536,33.9303,18.8939,542.889,940.016,605.888,413.593,105.609
193.68,44254,27172,29107,4118,27172,375.05,347.82,74.47,377.43,12.053,32.543,234.93,672.9,108.27,62.276,219.02,412.49,294.343,34.1235,18.9747,545.823,944.013,605.109,410.907,105.206
193.28,44483,27347,29186,4153.6,27347,375.19,348.01,74.215,376.56,12.197,32.627,235.29,678.15,109.53,63.383,218.59,412.167,298.131,33.9068,19.2767,551.538,945.62,618.462,412.413,106.256
194.56,44354,27331,29119,4136.5,27331,375.21,350.11,73.615,382.34,12.223,32.666,236.65,684.56,108.14,63.244,219.69,413.193,296.354,33.9382,18.94,551.013,962.646,612.936,418.558,105.065
193.27,44154,27220,29136,4121.5,27220,373.4,346.83,74.163,377.13,12.06,32.321,235.08,672.85,109.72,62.247,218.39,410.643,292.856,34.2157,18.845,543.957,941.681,609.577,409.883,106.479
194.24,44233,27349,29104,4141.5,27349,375.16,349.72,74.087,380.09,12.225,32.519,235.51,678.33,109.38,62.542,219.64,411.365,295.792,34.0357,18.9605,549.517,948.988,613.968,414.256,106.141
194.52,44162,27242,29103,4128.2,27242,375.43,349,74.433,380.15,12.195,32.465,235.42,674.05,107.6,61.98,219.59,412.018,296.337,34.232,19.0423,550.29,938.922,614.968,411.612,104.6
194.18,44435,27309,29225,4145.4,27309,376.21,349.11,74.583,378.36,12.199,32.76,235.29,676.69,108.31,62.841,219.31,414.127,298.272,34.255,19.2396,552.117,949.301,613.552,408.379,105.197
193.91,44186,27333,29008,4136,27333,373.85,347.95,74.105,379.24,12.152,32.332,235.1,674.64,110.24,62.314,218.4,411.172,293.883,33.8469,18.8316,546.639,937.899,611.379,419.294,106.912
195.61,44410,27424,29302,4151.9,27424,377.85,352.04,74.157,383.79,12.413,32.898,237.4,685.41,108.06,63.026,221.23,415.295,298.513,34.5279,19.0428,554.41,961.295,628.069,407.138,104.964
194.01,44244,27339,29158,4144.8,27339,375.37,348.99,74.401,378.46,12.221,32.549,235.16,675.74,109.48,62.272,219.36,413.182,296.474,34.3136,19.0745,549.809,944.312,616.578,408.83,106.228
194.19,44252,27323,29267,4141,27323,375.01,348.63,74.435,378.99,12.21,32.542,235.8,675.39,109.19,62.369,219.22,412.546,296.209,34.5546,19.04,549.606,946.748,617.252,404.538,105.976
195.3,44381,27351,29223,4140.7,27351,376.76,350.39,74.223,382.86,12.309,32.75,236.85,681.42,107.8,62.87,220.18,414.61,297.376,34.3284,19.0027,552.541,951.939,622.391,411.566,104.756
194.47,44401,27237,29137,4126.8,27237,376.23,349.52,74.028,380.89,12.18,32.746,236.18,681.29,107.06,63.065,219.84,414.291,296.689,34.0227,19.0434,550.536,955.433,613.327,415.22,104.131
194.59,44616,27346,29459,4150.6,27346,377.65,350.39,74.521,379.46,12.281,33.038,236.79,682.38,107.98,63.678,220.43,414.167,299.265,34.5754,19.2705,553.449,965.058,621.154,399.543,104.901
195.5,44424,27417,29200,4155.3,27417,378.49,352.24,74.467,382.56,12.396,32.934,236.26,682.69,107.99,62.773,221.21,415.835,299.383,34.2995,19.1604,555.197,954.708,623.712,410.362,104.9
193.39,44252,27237,29281,4126,27237,373.65,346.85,74.205,377.28,12.088,32.418,235.77,674.31,109.49,62.658,218.46,410.634,293.84,34.4448,18.9183,545.36,946.801,613.409,404.575,106.271
194.78,44278,27441,29081,4158,27441,375.95,350.42,74.313,381.03,12.322,32.598,235.34,678.48,109.57,62.397,219.63,413.725,297.862,34.0732,19.0796,553.129,944.496,618.791,415.817,106.279
193.74,44183,27194,29105,4122.7,27194,374.64,347.38,74.697,377.08,12.066,32.45,234.7,669.74,108.59,61.829,218.62,412.633,294.689,34.2722,19.0122,546.484,936.678,606.342,409.129,105.48
193.38,43951,27179,29150,4109.7,27179,371.55,345.47,73.743,378.97,12.075,31.986,235.86,672.4,109.11,61.892,217.85,408.935,291.636,34.428,18.7018,543.42,933.784,618.749,409.867,105.964
194.87,44300,27243,29211,4123.3,27243,375.95,349.33,74.387,381.24,12.169,32.684,235.75,677.22,107.64,62.47,219.77,414.054,295.265,34.4151,18.9067,548.59,951.93,611.438,409.196,104.644
192.9,44099,27204,29071,4124.9,27204,373.38,346.14,74.532,375.05,12.045,32.22,233.58,667.85,109.94,61.778,218.03,409.947,293.499,34.13,18.9758,544.308,928.73,609.722,409.534,106.66
195.03,44672,27592,29266,4184.2,27592,377.9,352.06,74.18,381.62,12.446,33.052,236.66,687.54,110.3,63.93,220.24,416.124,300.621,34.0528,19.2393,556.911,963.291,625.992,413.697,106.879
193.8,44409,27275,29335,4133.9,27275,374.86,348.53,73.906,379.09,12.165,32.67,236.96,681.4,108.46,63.41,219.32,412.037,296.145,34.3829,19.0431,549.203,961.881,616.074,405.804,105.344
194.99,44428,27374,29189,4142.7,27374,376.95,349.99,74.177,381.99,12.317,32.732,236.48,681.73,108.81,63.079,220.08,414.355,296.384,34.1391,18.9355,550.655,947.306,626.325,413.722,105.642
194.13,44234,27114,29074,4099.9,27114,374.24,347.37,73.586,381.47,12.085,32.406,236.53,679.59,106.59,62.869,219.06,411.879,293.192,33.93,18.7668,545.807,946.601,615.155,418.863,103.76
193.45,44071,27162,29169,4104.6,27162,372.09,346.07,73.611,379.42,12.035,32.173,236.61,675.65,108.9,62.397,218.17,409.86,291.047,34.326,18.636,542.273,945.924,612.439,411.188,105.79
193.83,44452,27283,29328,4140.9,27283,375.17,348.63,74.376,377.84,12.13,32.773,235.91,677.94,108.39,63.151,218.98,413.364,297.561,34.4305,19.2028,550.798,961.061,607.965,404.438,105.274
194.46,44404,27234,29206,4125,27234,375.58,348.98,74.309,380.15,12.118,32.709,235.62,677.64,107.69,63.015,219.34,412.38,295.676,34.1135,18.9812,548.803,954.758,606.548,412.024,104.688
194.28,44386,27291,29249,4133.8,27291,375.39,348.75,73.825,380.88,12.236,32.627,237.12,682.42,107.99,63.27,219.5,413.268,296.456,34.2601,19.0083,550.475,953.603,623.819,410.92,104.934
194.93,44431,27455,29149,4169.1,27455,377.92,351.71,74.745,380,12.365,32.895,234.78,679.02,108.81,62.578,220.4,415.669,300.863,34.1747,19.3626,556.738,949.615,618.065,411.121,105.591
195.19,44421,27401,29148,4152.9,27401,377.61,351.29,74.28,382.22,12.36,32.835,236.17,682.52,108.07,62.887,220.53,415.542,298.979,34.1276,19.1445,554.673,951.565,623.2,414.316,104.974
194.86,44313,27256,29001,4131.1,27256,377.37,350.57,74.558,380.63,12.207,32.76,234.76,676.85,107.23,62.236,220.34,414.97,297.162,33.9084,19.0863,551.145,945.407,609.358,417.367,104.27
191.97,44177,27104,29065,4104.8,27104,371.54,344.17,73.927,373.96,11.881,32.136,234.96,670.1,110.11,62.616,216.98,408.21,290.431,33.8071,18.7764,539.17,936.661,602.13,414.366,106.847
193.24,44110,27149,29128,4108.8,27149,373,346.15,73.929,377.83,12.046,32.206,235.61,673.3,108.75,62.317,218.37,409.444,292.217,34.1655,18.7921,543.315,937.885,613.97,411.214,105.65
193.84,44246,27215,29167,4119.1,27215,374.44,348.11,74.086,378.95,12.08,32.525,235.63,676.6,108.72,62.581,219.1,412.05,293.549,34.2269,18.8434,545.323,952.756,607.158,410.589,105.602
193.13,44036,27110,29003,4103.1,27110,372.27,346.03,73.771,378.05,11.989,32.141,235.29,672.87,108.17,62.063,218.02,409.894,292.16,33.9637,18.7957,543.488,938.982,606.133,416.95,105.143
195.38,44395,27378,29185,4149.3,27378,378.25,351.17,74.496,382.22,12.392,32.809,235.88,680.74,107.8,62.674,220.9,415.128,298.814,34.268,19.1372,554.319,944.031,629.821,410.878,104.74
193.9,44244,27251,29157,4126,27251,374.33,347.66,74.207,378.87,12.124,32.432,235.74,674.87,109.05,62.527,218.76,411.261,294.153,34.1658,18.8901,546.484,942.573,613.136,411.599,105.881
194.95,44445,27339,29081,4133.4,27339,376.36,349.77,73.728,383.2,12.275,32.695,236.99,684.7,108.29,63.433,219.82,414.175,295.472,33.7616,18.8299,549.803,950.852,622.947,422.252,105.206
193.82,44265,27343,29128,4149.1,27343,374.99,348.85,74.718,377.03,12.155,32.563,234.05,672.18,109.85,62.156,218.81,412.343,296.886,34.1818,19.1565,549.979,943.845,605.779,409.571,106.541
194.08,44189,27198,29068,4108.7,27198,373.58,347.61,73.146,382.57,12.161,32.296,237.58,683.17,107.63,63.081,219.09,410.846,292.828,33.8737,18.6753,546.044,948.303,622.83,420.96,104.666
193.59,44197,27258,29078,4126.8,27258,373.64,347.54,73.835,378.97,12.122,32.36,235.86,677.04,109.16,62.567,218.57,411.559,294.113,34.0092,18.8836,546.663,944.858,613.204,415.867,105.975
193.63,44322,27182,29112,4111.5,27182,374.13,347.53,73.699,379.42,12.056,32.482,235.66,679.29,108.43,63.201,218.86,410.734,292.719,33.827,18.7672,544.251,952.14,609.155,417.33,105.365
192.06,44239,27205,29177,4122.6,27205,371.8,345.43,73.584,374.95,11.987,32.266,236.22,676.35,110.35,63.083,217.52,409.383,292.573,34.0378,18.8972,542.801,950.823,608.637,410.756,107.026
193.69,44251,27217,29199,4118.1,27217,373.69,346.68,74.152,378.42,12.068,32.393,235.64,674.2,109.31,62.621,218.31,411.136,292.665,34.2525,18.7858,544.015,943.094,611.888,410.071,106.123
194.15,44289,27268,29320,4128.6,27268,374.67,348.44,74.333,379.16,12.13,32.588,236.28,676.07,109.01,62.675,219.22,411.479,294.516,34.5554,18.9024,546.871,955.191,610.28,403.489,105.846
193.03,43917,27113,28960,4098.4,27113,371.15,345.43,73.54,378.57,11.98,31.947,235.37,672.26,108.76,61.853,217.69,408.398,290.53,33.9243,18.6407,541.575,934.939,607.567,419.118,105.674
193.22,44340,27278,29092,4141.7,27278,374.65,347.78,74.328,376.26,12.122,32.516,234.75,674.58,109.16,62.746,218.49,411.649,296.928,33.8729,19.2066,549.699,942.084,610.268,413.855,105.945
195.14,44468,27302,29207,4139.2,27302,378.29,351.38,74.776,380.66,12.238,32.992,235.5,678.68,107.49,62.764,220.82,415.036,297.991,34.2308,19.1361,552.005,956.626,609.795,408.952,104.484
193.69,44114,27117,29185,4101,27117,373.37,346.86,73.861,379.38,12.038,32.319,236.62,675.39,107.83,62.346,218.88,410.563,292.01,34.3732,18.7311,543.32,947.748,610.91,408.946,104.854
194.13,44414,27427,29322,4159.6,27427,375.8,349.86,74.375,378.66,12.268,32.752,236.22,679.51,110.13,63.024,219.57,413.056,297.724,34.4578,19.1439,551.58,957.884,617.199,404.169,106.77
194.95,44284,27269,29258,4136.9,27269,377.03,349.93,74.826,380.14,12.252,32.75,235.41,675.1,107.08,62.042,220.25,415.199,298.381,34.6923,19.2043,552.848,946.443,617.848,402.635,104.123
192.14,44056,27179,29125,4115,27179,370.7,344.3,73.642,375.32,11.982,31.982,235.84,671.93,110.5,62.425,217.01,407.708,291.169,34.1035,18.7783,541.308,935.98,612.586,411.423,107.17
195.02,44454,27386,29269,4157.3,27386,378.62,351.29,74.661,380.45,12.39,32.944,235.88,680.92,107.83,62.73,220.99,416.599,300.34,34.507,19.3212,555.706,950.356,628.794,404.614,104.75
194.24,44275,27286,29089,4132.1,27286,375,348.86,74.003,380.37,12.182,32.538,235.97,678.71,108.42,62.651,219.22,413.099,295.683,34.0255,18.9621,549.328,948.243,613.834,416.21,105.32
195.87,44556,27463,29255,4159.6,27463,378.89,352.59,74.245,384.24,12.453,33.028,236.82,686.86,107.92,63.45,221.32,416.016,299.795,34.2136,19.1245,556.384,959.194,629.331,412.416,104.831
193.02,44253,27260,29089,4135,27260,373.83,347.05,74.328,375.78,12.073,32.403,234.88,672.47,109.86,62.452,218.15,411.065,294.983,33.9716,19.0606,546.684,939.959,607.769,412.55,106.577
192.09,43918,27073,29017,4099.1,27073,370.75,344.23,73.965,374.43,11.884,31.932,234.6,666.93,109.73,61.613,217.15,407.661,290.063,34.0774,18.7445,539.159,931.633,601.453,411.811,106.524
194.18,44117,27119,29146,4102.8,27119,374.2,347.09,74.31,379.65,12.057,32.359,235.48,672.08,107.45,61.938,218.92,411.701,292.774,34.3873,18.788,544.533,939.063,610.415,409.476,104.512
194.48,44556,27328,29295,4151.7,27328,377.88,350.13,74.957,378.03,12.238,32.991,235.1,676.98,108.09,62.987,220.01,415.339,299.582,34.3609,19.3513,553.498,952.472,614.217,404.15,104.993
194.7,44505,27373,29253,4153.9,27373,377.62,350.89,74.396,380.27,12.312,32.932,236.74,682.18,108.06,63.187,220.41,415.32,299.525,34.2658,19.2617,554.49,957.487,620.243,408.694,104.96
193.03,44013,27104,29027,4101,27104,372.25,345.68,73.976,377.18,11.969,32.103,234.46,670.35,108.79,61.896,217.97,408.941,291.124,34.0299,18.7349,541.562,934.885,605.581,414.305,105.693
193.39,44341,27277,29118,4135.5,27277,374.27,347.41,74.085,377.5,12.122,32.484,235.47,676.45,109.31,62.924,218.37,411.941,295.511,33.9314,19.0439,548.034,944.029,613.06,414.71,106.09
193.14,44158,27222,29028,4124.8,27222,373.17,347.17,73.947,377.36,12.062,32.288,234.85,674.23,109.2,62.412,218.29,409.878,294.098,33.8486,18.9481,546.132,942.024,607.084,416.665,106.011
194.61,44283,27349,29089,4143.8,27349,375.99,349.39,74.234,380.77,12.289,32.548,235.35,678.15,108.6,62.48,219.58,413.646,297.145,34.0741,19.0558,551.769,939.355,623.622,415.349,105.459
195.02,44332,27408,28993,4153.8,27408,376.77,351.05,74.248,381.92,12.324,32.696,235.07,680.29,108.44,62.546,219.99,414.77,298.666,33.8092,19.13,554.473,945.99,616.971,421.173,105.3
194.77,44328,27349,29151,4142,27349,376.4,349.72,74.152,381.47,12.307,32.627,236.04,680.28,108.43,62.718,219.94,414.05,296.952,34.1807,19.0135,551.539,944.349,625.886,413.43,105.306
193.8,44073,27208,29069,4115.7,27208,373.06,347.03,73.898,379.68,12.1,32.197,235.34,674.1,108.72,62.148,218.47,409.858,292.941,34.0913,18.7785,545.369,937.827,613.433,415.224,105.614
194.55,44386,27355,29095,4146.5,27355,376.86,349.93,74.302,380.26,12.286,32.709,235.44,679.62,108.66,62.764,219.9,414.668,297.536,33.9908,19.0995,551.821,944.348,621.378,415.506,105.503
192.76,44192,27239,29290,4127.7,27239,372.19,345.59,73.928,376.21,12.078,32.208,236.39,673.86,110.07,62.766,217.76,408.461,293.51,34.3965,18.9289,544.891,942.044,618.134,404.604,106.771
194.52,44328,27242,29125,4124,27242,376.42,349.32,73.954,381.29,12.232,32.643,236.41,681.3,107.45,62.854,220.15,414.009,295.64,34.0875,18.9381,549.158,947.985,622.673,414.499,104.474
193.82,44363,27287,29283,4134.5,27287,374.33,347.84,73.865,379.4,12.182,32.526,236.95,680.05,108.69,63.274,218.86,411.48,295.862,34.2807,19.0086,549.221,952.283,620.427,408.929,105.549
194.05,44374,27241,29193,4129.3,27241,376.04,348.88,74.556,378.12,12.122,32.707,234.96,675.36,108.47,62.7,219.52,412.675,295.602,34.1762,19.0364,547.807,949.67,608.091,408.774,105.369
193.19,44143,27314,29009,4137.6,27314,373.75,347.4,74.146,376.86,12.134,32.299,234.97,673.43,110.75,62.098,218.39,411.582,293.861,33.9521,18.9125,545.621,935.86,613.189,415.396,107.352
195.36,44373,27307,29078,4137.7,27307,377.3,351.22,74.517,382.22,12.238,32.843,235.41,678.85,107.08,62.522,220.31,415.141,298.074,34.0204,19.0973,553.2,953.113,607.928,416.642,104.126
193.08,44194,27198,29070,4119.2,27198,373.41,346.52,74.242,376.33,12.011,32.341,234.81,671.69,109.74,62.297,218.08,410.817,292.642,33.9929,18.859,543.259,939.9,604.529,413.311,106.503
193.45,44163,27222,29083,4125.2,27222,373.99,347.42,73.982,378.15,12.129,32.343,235.37,675.51,108.6,62.329,218.78,411.588,294.849,34.0976,18.9858,547.401,940.453,615.884,413.216,105.489
193.52,44026,27140,29064,4109.6,27140,372.95,346.16,74.195,378.08,12.051,32.135,234.98,669.89,108.22,61.757,218.2,409.679,293.073,34.1775,18.8648,544.929,929.981,612.141,412.433,105.176
194.99,44374,27337,29396,4141.5,27337,376.57,350.05,74.196,381.93,12.333,32.738,237.07,682,107.72,63.023,220.46,413.297,297.804,34.7182,19.0739,552.749,955.915,629.642,401.63,104.684
193.95,44254,27206,29255,4121,27206,374.43,347.93,74.266,378.65,12.086,32.548,235.76,675.4,108.27,62.524,219.03,412.062,294.554,34.4693,18.9434,546.711,953.105,608.317,405.425,105.204
193.94,44137,27209,29177,4122.2,27209,374.68,347.89,74.514,378.17,12.111,32.447,235.16,672.02,108.54,61.836,219.14,412.442,294.447,34.507,18.9508,546.518,941.913,610.85,405.604,105.441
194.45,44310,27222,29151,4124.7,27222,375.79,349.04,74.423,379.84,12.141,32.64,235.55,675.85,107.5,62.532,219.55,412.713,295.975,34.1563,19.0224,549.226,948.038,609.107,411.698,104.523
194.27,44158,27238,29128,4123.2,27238,374.74,348.75,73.851,381.01,12.201,32.419,236.43,678.82,107.74,62.42,219.65,411.757,295.188,34.2221,18.9161,548.899,946.494,619.559,412.741,104.738
194.23,44320,27367,29307,4147.7,27367,375.55,349.66,73.959,380.24,12.3,32.626,237.34,682.04,108.93,62.995,219.97,412.517,297.356,34.4929,19.0827,551.725,956.122,625.875,405.247,105.739
193.29,44104,27104,29067,4104.5,27104,373.41,346.27,74.355,376.82,11.973,32.283,234.47,669.43,108.41,61.889,218.28,410.485,292.235,34.1254,18.8384,542.759,936.542,603.006,411.542,105.355
192.65,44153,27226,29048,4128,27226,372.79,345.81,74.379,374.68,12.013,32.232,234.28,668.9,110.45,62.067,217.5,410.226,293.299,33.9809,18.9637,543.941,932.499,605.767,412.582,107.108
195.22,44469,27378,29185,4151.5,27378,377.76,351.13,74.358,382.09,12.35,32.868,236.35,682.18,107.54,63.054,220.49,415.157,299.563,34.1321,19.2069,555.43,951.452,623.129,413.317,104.504
194.99,44526,27367,29237,4149.3,27367,377.73,350.94,74.6,380.62,12.272,32.958,235.47,680.27,108.29,63.134,220.29,414.883,298.411,34.1845,19.1544,552.864,956.386,614.236,410.192,105.173
193.02,44296,27187,29219,4121,27187,373.51,346.41,73.93,376.88,12.055,32.433,235.91,676.4,108.72,62.941,218.27,411.522,294.282,34.2312,18.9855,545.79,948.614,613.025,408.725,105.597
194.33,44408,27361,29204,4148.7,27361,376.44,349.84,74.432,379.18,12.243,32.758,235.52,678.65,109.13,62.851,219.74,413.916,297.399,34.2125,19.1197,551.127,951.504,615.798,409.661,105.915
192.27,44140,27227,29066,4124.1,27227,371.49,345.34,73.811,375.09,11.981,32.154,235.11,672.58,110.87,62.497,217.17,409.285,292.03,33.9249,18.8419,542.34,941.43,605.045,414.522,107.479
194.83,44304,27382,29050,4151.5,27382,376.66,350.6,74.544,380.52,12.276,32.712,234.75,677.21,108.69,62.216,219.82,415.327,298.239,34.0741,19.1454,553.166,945.636,613.064,415.607,105.516
193.19,44255,27140,29133,4114.1,27140,373.77,346.76,74.19,376.78,12.001,32.436,235.32,673.33,108.18,62.595,218.37,410.836,294.016,34.0548,18.9809,545.292,945.791,604.089,411.451,105.137
195.2,44607,27344,29152,4141.2,27344,378.02,351.07,74.362,381.93,12.247,33.016,235.98,682.9,107.91,63.549,220.31,415.262,297.428,33.8232,19.0323,551.705,958.628,611.89,417.799,104.852
193.85,44349,27316,29165,4139.6,27316,375.43,348.86,74.337,378.1,12.159,32.645,235.42,676.89,109.64,62.734,219.23,412.96,295.488,34.1368,19.0046,547.911,950.391,610.654,410.687,106.379
193.73,44293,27276,29178,4129.6,27276,374.33,347.83,73.821,379.31,12.164,32.472,236.64,679.36,109.08,62.965,218.93,411.959,294.556,34.1395,18.9016,547.219,948.881,618.6,412.402,105.904
192.84,44269,27204,29136,4119.9,27204,371.98,345.22,73.727,377.06,12.013,32.233,235.61,675.01,109.5,63.058,217.17,409.616,292.98,33.9112,18.8673,544.394,941.621,610.965,415.797,106.283
194.14,44319,27240,29177,4129.4,27240,375.7,348.4,74.423,378.88,12.168,32.583,235.28,675.46,108.07,62.591,219.35,412.511,296.066,34.1982,19.0558,549.078,942.488,616.055,409.958,105.012
194.9,44373,27356,28954,4148.3,27356,377.42,350.87,74.549,380.68,12.269,32.78,234.75,677.91,108.12,62.408,220,415.698,298.518,33.7266,19.1711,553.463,943.368,611.86,421.358,105.027
192.24,44167,27164,29124,4119.9,27164,372.55,345.26,74.235,373.8,11.971,32.244,234.75,669.85,110,62.278,217.57,409.912,292.889,34.1238,18.9745,542.778,937.346,606.376,408.463,106.727
194.8,44466,27350,29263,4150.5,27350,377.45,350.44,74.813,379.48,12.253,32.933,235.42,677.66,108.22,62.695,220.03,416.052,298.919,34.4523,19.2421,553.231,954.26,613.369,405.653,105.112
195.57,44484,27531,29179,4179.5,27531,379.23,352.69,75.202,380.58,12.428,33.059,234.94,677.94,109.48,62.325,220.77,417.971,301.328,34.363,19.3545,557.427,948.508,618.718,408.458,106.166
194.45,44136,27398,29040,4158.5,27398,375.89,350.25,74.66,379.14,12.305,32.503,234.35,673.66,109.14,61.59,219.69,413.509,298.956,34.226,19.253,554.193,936.735,616.853,411.883,105.906
194.42,44407,27304,29177,4144.4,27304,377.11,350.32,74.745,378.57,12.199,32.868,235.24,676.58,108.08,62.537,220.01,415.045,298.377,34.251,19.2407,552.107,953.424,608.001,408.406,105
195.08,44422,27466,29128,4164.8,27466,377.18,351.35,74.226,382.02,12.404,32.747,235.74,682.41,108.75,63.037,220.27,413.599,299.878,33.9443,19.2114,556.341,947.658,625.934,416.612,105.553
194.6,44348,27350,29179,4140.5,27350,375.91,349.05,74.148,380.98,12.279,32.583,236.51,679.46,108.98,62.859,219.54,413.224,296.024,34.1694,18.949,550.001,942.961,625.579,412.98,105.799
193.54,44034,27254,29171,4124,27254,373.45,347.91,73.864,378.8,12.148,32.267,235.9,676.01,109.53,62.055,219.24,410.17,293.197,34.4418,18.8111,545.26,946.629,616.546,407.219,106.303
193.45,44167,27231,29110,4120.6,27231,373.64,347.46,74.06,377.95,12.064,32.369,235.4,674.5,109.72,62.354,218.67,410.716,292.547,34.1168,18.787,543.727,946.062,607.279,412.156,106.482
193.14,44229,27313,29107,4135.5,27313,373.49,347.35,73.601,378.13,12.167,32.329,235.92,679.38,110.28,62.906,218.57,410.993,293.972,33.9724,18.8801,546.207,945.22,620.595,415.104,106.943
193.89,44193,27198,29220,4123.3,27198,375.28,348.52,74.609,377.63,12.104,32.564,234.98,672.68,108.24,62.017,219.58,412.144,295.142,34.524,19.0291,547.11,947.916,607.915,403.088,105.171
194.26,44313,27309,29078,4138.3,27309,375.7,349.58,74.158,379.88,12.198,32.639,235.52,678.81,108.54,62.644,219.55,413.66,296.555,33.9875,19.0438,550.311,950.388,611.75,415.822,105.411
194.54,44249,27328,29071,4145.6,27328,376.3,349.65,74.886,378.78,12.216,32.621,233.61,672.19,108.77,61.843,219.47,413.995,297.571,34.1788,19.1625,551.523,937.931,610.351,411.679,105.598
193.99,44131,27246,29225,4119.6,27246,373.43,347.88,73.506,381.2,12.185,32.294,237.34,680.28,108.51,62.731,219.25,409.791,293.521,34.3588,18.7645,546.658,950.313,622.747,410.042,105.416
